Var1,i_dc,i_a
0.000885,-22.7024439831909,137.072282138666
0.00089,-3.80315368860381,136.645786403991
0.000895,-0.650647666292911,136.217524779847
0.0009,-0.124792247052516,135.787515797613
0.000905,-0.0370766582495516,135.355777943528
0.00091,-0.022445213510245,134.922329657623
0.000915,-0.0200046077028134,134.487189332667
0.00092,-115.392451128529,138.442854821599
0.000925,-137.9054030939,142.392236171798
0.00093,-144.946183279804,146.335489373072
0.000935,-24.169672844303,145.88559496538
0.00094,-4.04786890632843,145.434030768787
0.000945,-0.691440855015955,144.980815295118
0.00095,-0.13157011487381,144.52596700637
0.000955,-0.0381805826401518,144.069504313674
0.00096,-0.0226026927937113,143.611445576265
0.000965,-0.0200042146887682,143.151809100457
0.00097,-122.578161688827,147.065420971311
0.000975,-146.252936273609,150.972375569308
0.00098,-153.451868051369,154.87284550182
0.000985,-25.5870720616026,154.398221522505
0.00099,-4.28432558700999,153.922045836744
0.000995,-0.730909796952475,153.444336882696
0.001,-0.13818041382557,152.965113043306
0.001005,-0.0393098784613771,152.484392644982
0.00101,-0.0228177269769263,152.002193956602
0.001015,-0.0200667449684876,151.518535188525
0.00102,-129.514077676045,155.388231014182
0.001025,-154.307521590726,159.250928152222
0.00103,-161.65590766035,163.106815598168
0.001035,-26.9541524219086,162.607992903812
0.00104,-4.51233548156326,162.107740353619
0.001045,-0.768916445528461,161.606076300275
0.00105,-0.144493471342884,161.103019035239
0.001055,-0.0403362698997682,160.598586787793
0.00106,-0.0229622733144197,160.092797724076
0.001065,-0.0200641947237585,159.58566994614
0.00107,-136.198946006676,163.409806895711
0.001075,-162.067904412614,167.226638932953
0.00108,-169.55723592831,171.036371166691
0.001085,-28.2708429190285,170.513965929975
0.00109,-4.73199339140843,169.990256758207
0.001095,-0.805583259687014,169.465261902171
0.0011,-0.150636359908812,168.938999546076
0.001105,-0.0413875990651203,168.411487806304
0.00111,-0.0231643022358196,167.882744730491
0.001115,-0.0201245556770699,167.352788296622
0.00112,-142.632635942904,171.129966142427
0.001125,-169.534115721991,174.899571221531
0.00113,-177.156118215416,178.661824440291
0.001135,-29.5370810976123,178.116545197467
0.00114,-4.94318225298159,177.570092239419
0.001145,-0.840784067026718,177.022483696085
0.00115,-0.156481387615486,176.473737624802
0.001155,-0.0423359205515652,175.923872009419
0.00116,-0.0232958260978933,175.372904759423
0.001165,-0.0201198331724584,174.820853709063
0.00117,-148.816148642935,178.549935698081
0.001175,-176.707566757826,182.271218302001
0.00118,-184.454258432159,185.984937868577
0.001185,-30.7532575526328,185.417591466484
0.00119,-5.14607386533947,184.84920602134
0.001195,-0.874654170169572,184.279799517724
0.0012,-0.162157769353132,183.709389862207
0.001205,-0.0433094338094613,183.137994882184
0.00121,-0.023484874860947,182.565632325031
0.001215,-0.0201780289615106,181.992319857277
0.00122,-154.75178525189,185.67245124981
0.001225,-183.591157842903,189.344600395807
0.00123,-191.454895991418,193.009018693256
0.001235,-31.9198054179557,192.420515046717
0.00124,-5.34063383196421,191.831111547596
0.001245,-0.907081185945358,191.240826007282
0.00125,-0.16754011330238,190.649676153061
0.001255,-0.0441805770810078,190.057679627309
0.00126,-0.0236035249984212,189.464853986691
0.001265,54.5981087565164,191.309544278489
0.00127,-153.374874575858,194.939502991953
0.001275,-191.040701842926,198.561211525837
0.00128,-200.334575118965,202.175021894381
0.001285,-204.889306483586,205.780979036393
0.00129,-34.1586376623745,205.166720200347
0.001295,-5.71411007923366,204.551685094284
0.0013,-0.969405748533766,203.935891500182
0.001305,-0.177962856010108,203.31935711219
0.00131,-0.0459458095561648,202.702099535528
0.001315,-171.93095102369,206.281607323702
0.00132,-203.544088125803,209.852860530579
0.001325,-211.786245566932,213.41615007308
0.00133,-216.123392364478,216.971515726941
0.001335,-2.32038088973148,218.767954546559
0.00134,-0.410027017495921,218.129230993277
0.001345,-0.0846287322171548,217.489846765238
0.00135,-0.0303505007285807,216.849819710626
0.001355,-0.0212965918487669,216.209167585777
0.00136,-0.0197863498601691,215.567908054427
0.001365,29.7085675550729,217.356037274217
0.00137,31.0096472662257,219.141589280133
0.001375,-180.40115970763,222.655349831723
0.00138,-218.544520383725,226.160658289329
0.001385,-227.820909051872,229.657881474696
0.00139,-37.9797768265424,228.998012325197
0.001395,-6.35149720012392,228.337587240309
0.0014,-1.07572544125715,227.676623981935
0.001405,-0.195697568097105,227.01514021783
0.00141,-0.0489040574707366,226.353153520555
0.001415,-191.550730630774,229.823968214017
0.00142,-226.341445705263,233.286393290938
0.001425,-235.022889801178,236.740763606647
0.00143,-29.1526470602287,238.482607556941
0.001435,1.50686176028887,240.221534434825
0.00144,0.233841575752098,239.540874189205
0.001445,0.0227721059104358,238.859770449745
0.00145,-0.0124354476309989,238.178240911863
0.001455,-0.0183082620463813,237.496303173562
0.00146,-0.0192878799246055,236.813974734732
0.001465,-0.0194512855990938,236.131272996463
0.00147,2.66207824688013,237.857553541215
0.001475,-200.634174153396,241.265724880209
0.00148,-237.327714084929,244.653655226205
0.001485,-39.5630388812964,243.947390896985
0.00149,-6.61556739467551,243.240828300342
0.001495,-1.11974714623899,242.53398519405
0.0015,-0.203013969437067,241.826879232352
0.001505,-0.0500978114563458,241.119527964931
0.00151,-0.0245905515756768,240.411948836234
0.001515,-0.0203357996937698,239.70415918479
0.00152,-202.575842747032,243.059413243327
0.001525,-239.111979615958,246.406417020209
0.00153,-48.3513960135503,248.081644743507
0.001535,-8.07984271512139,247.362511399105
0.00154,-1.36402302148231,246.64323171972
0.001545,-0.243787197873043,245.923823000942
0.00155,-0.056925674202021,245.204302429188
0.001555,-0.0257561398258072,244.484687081074
0.00156,-0.0205568893227871,243.764993922777
0.001565,-0.0196896255926667,243.045239809423
0.00157,-11.6924476797555,244.70447467391
0.001575,-208.644774943596,248.008401041624
0.00158,-244.205146525922,251.304246452933
0.001585,-40.7091243568967,250.573535287706
0.00159,-6.80674078308325,249.842830936812
0.001595,-1.15163592348903,249.112150193929
0.0016,-0.208333193628548,248.381509738728
0.001605,-0.0509850874222643,247.650926135966
0.00161,-0.0247385541076216,246.920415834915
0.001615,-0.0203604873235311,246.189995168805
0.00162,-207.906148356009,249.455562438671
0.001625,-245.255895960265,252.713236720522
0.00163,-62.9791717145122,254.330637235808
0.001635,-10.5171162535745,253.589712502929
0.00164,-1.7705737114204,252.84894865786
0.001645,-0.311602098771743,252.108361951034
0.00165,-0.068237574290017,251.367968513542
0.001655,-0.0276430272479954,250.62778435661
0.00166,-0.0208716325415668,249.887825371088
0.001665,-0.0197421265122353,249.148107326955
0.00167,-24.8892252167778,250.747768759472
0.001675,-32.595189760555,252.342624700759
0.00168,-218.416271594005,255.553936245373
0.001685,-36.4066893948719,254.805526980762
0.00169,-6.08907086442555,254.057405724871
0.001695,-1.03192461656598,253.309588092441
0.0017,-0.188364686358392,252.562089576303
0.001705,-0.0476542301235707,251.814925546597
0.00171,-0.0241829486820507,251.068111250327
0.001715,-0.020267809307273,250.321661810925
0.00172,-211.28108439777,253.505369633304
0.001725,-69.7868572030984,255.068825761272
0.00173,-49.7622978460661,256.627385963856
0.001735,-8.30926589544763,255.872438637974
0.00174,-1.40229207532868,255.117905775843
0.001745,-0.250170687416721,254.363802349009
0.00175,-0.0579904755536863,253.610143204127
0.001755,-0.0259337545562316,252.856943062562
0.00176,-0.0205865164290798,252.104216520009
0.001765,-40.7030349670861,253.645272120604
0.00177,-51.0102072899204,255.181008051541
0.001775,-56.2559638576214,256.711423663648
0.00178,-225.933085455314,259.842505826035
0.001785,-256.805948946252,262.966645317052
0.00179,-42.8090643993982,262.199551290034
0.001795,-7.15702238241008,261.433009686923
0.0018,-1.21006482923904,260.667035108492
0.001805,-0.218079457877714,259.90164202814
0.00181,-0.0526108181422401,259.136844791216
0.001815,-218.567587037782,262.242408410556
0.00182,-257.555827778798,265.341227879137
0.001825,-99.9638171522982,266.831190620081
0.00183,-77.2054979661928,268.315852618314
0.001835,-76.902144566297,269.795027791585
0.00184,-12.8311617738453,269.016400017703
0.001845,-2.15656928717354,268.238455293712
0.00185,-0.375988293051947,267.461207960916
0.001855,-0.0789775471840273,266.684672230134
0.00186,-0.0294345140496988,265.908862181385
0.001865,-0.0211704624468363,265.133791763587
0.00187,-66.2186952191767,266.594535756472
0.001875,-80.7242218603932,268.049550909224
0.00188,-239.392288876915,271.100710552908
0.001885,-39.9030142538459,270.318097209438
0.00189,-6.67227716485525,269.536285457304
0.001895,-1.12920664918934,268.755289078978
0.0019,-0.204591866786733,267.975121724463
0.001905,-0.0503610134434177,267.195796910711
0.00191,-0.0246344551235072,266.417328021378
0.001915,-0.0203431230469954,265.639728306577
0.00192,-223.919960629854,268.671501948008
0.001925,-111.937129320561,270.093908146127
0.00193,-96.7336802105882,271.510681445102
0.001935,-16.1363638468921,270.725995901645
0.00194,-2.70789525115382,269.942244209689
0.001945,-0.467952509417238,269.159439440614
0.00195,-0.0943176864782697,268.377594530582
0.001955,-0.0319933340385673,267.596722280334
0.00196,-0.0215972877504372,266.816835355015
0.001965,-0.0198631698134775,266.03794628399
0.00197,-79.6639439892759,267.433988885627
0.001975,-96.3569679446342,268.824100439419
0.00198,-102.560942703767,270.208338571779
0.001985,-17.106671527747,269.422499301098
0.00199,-2.86972126934819,268.637697953661
0.001995,-0.494919320160375,267.853946934332
0.002,-0.0987892364471802,267.071258512726
0.002005,-0.0327125502342048,266.28964482274
0.00201,-0.021690593947865,265.50911786243
0.002015,-0.0198520707777376,264.729689493894
0.00202,-87.9130825513435,266.093146839595
0.002025,-105.952731861231,267.450609114238
0.00203,-112.353232095971,268.80214670786
0.002035,-18.7384678263993,268.015964331692
0.00204,-3.14194056915901,267.230924223769
0.002045,-0.540353666167304,266.447038132688
0.00205,-0.10639459937087,265.664317671197
0.002055,-0.0340078298142508,264.882774316114
0.00206,-0.0219333167822448,264.102419408257
0.002065,-0.0199192213076598,263.323264152382
0.00207,-95.926612677853,264.654204623697
0.002075,-115.271509656377,265.979132883165
0.00208,-121.859535747592,267.298131752841
0.002085,-20.322554743496,266.51248970176
0.00209,-3.40614835453962,265.728094736357
0.002095,-0.584398321233572,264.944957953745
0.0021,-0.113714828115131,264.1630903153
0.002105,-0.0352022213584905,263.382502646314
0.00211,-0.0221058848795909,262.603205635978
0.002115,-0.0199213435629378,261.825209837377
0.00212,-103.69950411946,263.124006266552
0.002125,-124.30755296626,264.416821149342
0.00213,-131.074085148275,265.703749363218
0.002135,-21.858077695031,264.919606578673
0.00214,-3.66230872822821,264.136816274163
0.002145,-0.627153949652459,263.355388896961
0.00215,-0.120873366164065,262.575334758117
0.002155,-0.0364229680891502,261.796664032481
0.00216,-0.0223361751853355,261.019386758744
0.002165,-111.583742572721,262.288676376315
0.00217,-133.473976989885,263.552052704383
0.002175,-140.423120499511,264.809622143355
0.00218,-144.874899935178,266.061413316724
0.002185,-248.302928067606,268.965149112974
0.00219,-41.3897139615197,268.178811121737
0.002195,-6.92026688876018,267.393970026663
0.0022,-1.17057270503345,266.610635812361
0.002205,-0.211491953394051,265.828818325329
0.00221,-0.051511986002234,265.048527273701
0.002215,-223.32363615681,267.9496976053
0.00222,-162.639873800638,269.178057542361
0.002225,-155.793389061356,270.400884420271
0.00223,-157.901660835897,271.618142189201
0.002235,-161.498203833383,272.829841897568
0.00224,-26.9280246664266,272.041656638586
0.002245,-4.50800388986298,271.255109140247
0.00225,-0.768220574313713,270.4702090089
0.002255,-0.144404058410876,269.68696570982
0.00226,-0.0403480175462515,268.905388567314
0.002265,-0.0229908951302638,268.125486764832
0.00227,-135.999320344615,269.321736528312
0.002275,-161.870315654828,270.512443407472
0.00228,-169.395957729443,271.697745219285
0.002285,-28.2439398223255,270.913424736697
0.00229,-4.72747914402806,270.130845019264
0.002295,-0.804803596073748,269.350015090434
0.0023,-0.150479645503972,268.570943832344
0.002305,-0.0413347959925049,267.793639985648
0.00231,-0.0231288321873239,267.01811214967
0.002315,-0.0200919768208409,266.244368782569
0.00232,-142.657880910219,267.413777351791
0.002325,-169.600039741688,268.577871472591
0.00233,-177.265451775589,269.736798827059
0.002335,-29.5553255410609,268.959287469427
0.00234,-4.94625218917878,268.183629168303
0.002345,-0.841322811533944,267.409832202533
0.00235,-0.156597915410079,266.637904708939
0.002355,-0.0423820202639103,265.867854682514
0.00236,-0.0233301779946863,265.099689976639
0.002365,-0.0201522254818061,264.333418303301
0.00237,-149.061286103488,265.477957023684
0.002375,-177.030482652965,266.617455186272
0.00238,-184.827214464103,267.752069786822
0.002385,-30.8153781945738,266.982746013238
0.00239,-5.15640926935765,266.215386723498
0.002395,-0.876351510441608,265.44999942612
0.0024,-0.162414232818733,264.686591487619
0.002405,-0.0433255511159097,263.925170132436
0.00241,-0.023460901120152,263.165742443205
0.002415,-0.0201473677846838,262.40831536103
0.00242,-155.210196223379,263.530242007815
0.002425,-184.163144027684,264.647445769786
0.00243,-192.083112724855,265.76009238877
0.002435,-32.0245155471814,265.000390535242
0.00244,-5.35812672219747,264.242763238545
0.002445,-0.910025758878315,263.487217208895
0.00245,-0.1680579465396,262.733759013985
0.002455,-0.044293616758978,261.982395079308
0.00246,-0.0236490428616517,261.233131688471
0.002465,-0.0202054138996533,260.485974983529
0.00247,-161.107084465207,261.58782070864
0.002475,-191.001127805677,262.685302941144
0.00248,-199.036597742787,263.778595584772
0.002485,-33.1832060154646,263.029998324687
0.00249,-5.55137602996123,262.283583773377
0.002495,-0.942234147912716,261.539357810358
0.0025,-0.173403820726785,260.797326172909
0.002505,-0.0451586750599238,260.057494456117
0.00251,-0.023766676337217,259.319868113249
0.002515,-0.0201983727788353,258.584452456149
0.00252,-166.755736782214,259.669005947217
0.002525,-197.549124946594,260.749594612336
0.00253,-205.692766062992,261.826399923485
0.002535,-34.2924055419114,261.090429521201
0.00254,-5.73642330131092,260.356747416904
0.002545,-0.97312771804291,259.625358625725
0.00255,-0.178583701918993,258.896268020361
0.002555,-0.0460493708913175,258.169480331503
0.00256,-0.0239419123479093,257.445000148272
0.002565,-0.0202542661313779,256.722831918664
0.00257,-172.161391253211,257.793120893865
0.002575,-203.813488442569,258.859880183794
0.00258,2.97710716475134,256.280396956486
0.002585,0.472974330713618,255.558808673269
0.00259,0.0626607712331482,254.839583314482
0.002595,-0.00578179708195931,254.122725054899
0.0026,-0.0171983955560736,253.408237929104
0.002605,-0.0191027472780146,252.69612583197
0.00261,-0.0194204036410345,251.986392519152
0.002615,-0.0194733904711993,251.279041607579
0.00262,32.8048651822923,248.690215036638
0.002625,-171.910860831229,249.746596487334
0.00263,-208.94527856609,250.799901143045
0.002635,-34.8334367680866,250.093717194212
0.00264,-5.82667029853794,249.389968110129
0.002645,-0.988181415715457,248.688657225187
0.00265,-0.181094741843437,247.989787735968
0.002655,-0.0464682262138144,247.29336270178
0.00266,-0.0240117797268256,246.599385045197
0.002665,-179.975368728263,247.650426258103
0.00267,-212.853005260378,248.698808711317
0.002675,-221.226655612113,249.74473128557
0.00268,-18.1370798141632,247.130166405245
0.002685,12.0559591881068,244.511747950772
0.00269,1.99174697345602,243.819079204253
0.002695,0.316000437863624,243.128936274933
0.0027,0.0364766587869487,242.441321890388
0.002705,-0.0101494516869177,241.75623864195
0.00271,-0.0179269444809746,241.073688985266
0.002715,11.3603251624532,238.447634310932
0.00272,9.61594296475233,235.817866072627
0.002725,-190.04590174349,236.853305861976
0.00273,-226.153952532343,237.886685925643
0.002735,-235.012931498987,238.918222596249
0.00274,-39.1782613523247,238.238116639187
0.002745,-6.55141104035326,237.560628218159
0.00275,-1.10907217494369,236.885759554669
0.002755,-0.201259988302667,236.213512734654
0.00276,-0.0498319007280602,235.543889709081
0.002765,-197.276129216072,236.587082204979
0.00277,-232.933637645613,237.628712924622
0.002775,-241.672872463649,238.668997487378
0.00278,-47.8355792890294,236.024080671498
0.002785,-19.144483863396,233.375415682965
0.00279,-3.20743663339797,232.719380271099
0.002795,-0.551278770697598,232.066088317793
0.0028,-0.108216966347221,231.415541476181
0.002805,-0.0343118098585878,230.767741259575
0.00281,-0.0219840215191226,230.122689042097
0.002815,-14.4848968443702,227.467301507934
0.00282,-20.4917603364629,224.808397489715
0.002825,-211.591586648079,225.845312822024
0.00283,-246.175349354045,226.881365106526
0.002835,-254.682352977471,227.91676743084
0.00284,-42.4559368906143,227.276931075835
0.002845,-7.09811876406037,226.639934890267
0.00285,-1.2002393811091,226.005779874338
0.002855,-0.21644051967853,225.37446688865
0.00286,-0.0523374350083502,224.745996654868
0.002865,-0.0249641339589482,224.120369756391
0.00287,-212.69802778467,225.163907343739
0.002875,-250.840072422404,226.207114239179
0.00288,-72.2628981064001,223.530389063406
0.002885,-12.0640227906856,222.910089968393
0.00289,-2.02860626620314,222.292694980406
0.002895,-0.354643353489651,221.678204230191
0.0029,-0.0754170925327671,221.066617710771
0.002905,-0.0288406097256815,220.45793527816
0.00291,-0.0210713951176964,219.852156652088
0.002915,-0.0197754471910847,219.249281416726
0.00292,-33.2422237608094,216.56602349604
0.002925,-221.930349143627,217.619037890009
0.00293,-256.037010944072,218.67239425065
0.002935,-42.6808215482615,218.075679164868
0.00294,-7.13563076723825,217.481926855381
0.002945,-1.20649659044714,216.891136427123
0.00295,-0.21748425677033,216.303306850184
0.002955,-0.0525115361123753,215.718436960587
0.00296,-0.0249931749757057,215.136525461067
0.002965,-0.0204029603457504,214.557570921854
0.00297,-217.302945814227,215.626000101175
0.002975,-77.3495693323698,212.932846584828
0.00298,-57.578737186089,210.236564016785
0.002985,-9.61178016762366,209.662906786622
0.00299,-1.61955865030882,209.09224627891
0.002995,-0.286411951506979,208.524580747428
0.003,-0.0640357177861969,207.959908315511
0.003005,-0.0269421335663642,207.398226976864
0.00301,-0.020754718790672,206.839534596383
0.003015,-0.0197226238444582,206.283828910989
0.00302,-47.0638795133866,203.583124952169
0.003025,-58.4257781811487,200.879672849214
0.00303,-230.330605610857,201.964082604792
0.003035,-38.3925444147092,201.414280175145
0.00304,-6.42032245256933,200.86750467901
0.003045,-1.08717921214296,200.323753527845
0.00305,-0.197581458931023,199.783024007181
0.003055,-0.0491916394861197,199.245313277475
0.00306,-0.0244393978955464,198.71061837498
0.003065,-0.0203105872605586,198.178936212618
0.00307,-218.708672203881,199.283738120808
0.003075,-92.5687460656079,196.575813646338
0.00308,-75.0587992208321,193.865260431015
0.003085,-12.5245627908325,193.340117001482
0.00309,-2.10542688229387,192.818026688039
0.003095,-0.36745745658823,192.298986066934
0.0031,-0.0775545557364419,191.782991593135
0.003105,-0.0291971503743601,191.27003960123
0.00311,-0.0211308680868807,190.760126306336
0.003115,-0.0197853676062708,190.253247805006
0.00312,-61.6265354844782,187.540703515083
0.003125,-75.3704864002802,184.82598909012
0.00313,-234.236874846274,185.955663521534
0.003135,-39.0439152046395,185.455985811731
0.00314,-6.52897469856581,184.959383056415
0.003145,-1.10530300699506,184.465851002166
0.00315,-0.200604608019526,183.975385279079
0.003155,-0.0496959174561005,183.487981401703
0.00316,-0.024523514247578,183.003634769985
0.003165,-0.0203246183299499,182.522340670223
0.00317,-219.696516729279,183.677845780279
0.003175,-106.678532004596,180.963160210434
0.00318,-91.3060451073614,178.246497083037
0.003185,-15.2319144227138,177.773084690171
0.00319,-2.55702809011588,177.302764367682
0.003195,-0.44278703276139,176.835531037126
0.0032,-0.0901199451304804,176.371379508527
0.003205,-0.0312931267733343,175.910304481356
0.00321,-0.0214804885043827,175.452300545511
0.003215,-0.0198436862446716,174.99736218231
0.00322,-75.1415344319362,172.281746800784
0.003225,-91.0848878720825,169.564681601151
0.00323,-237.551548260515,170.754102983589
0.003235,-39.5966818452449,170.307742798475
0.00324,-6.6211792277572,169.864486684845
0.003245,-1.12068323178788,169.424328743183
0.00325,-0.203170114499345,168.987262967573
0.003255,-0.050123858107058,168.553283246712
0.00326,-0.0245948971057817,168.122383364931
0.003265,-220.98145390162,169.338966693203
0.00327,-120.07286341597,166.626395710089
